group,name,model,description,clock_ghz,array_rows,array_cols,bidirectional,systolic_units,vector_cores,access_cores,vec_simd,exp_lat,access_bw,dma_channels,hbm_bw_tb_s,hbm_lat_cycles,ibuf_kb,obuf_kb,stage_double_buffer,model_sram,tile_rows,tile_cols,mode,num_layers,hidden_dim,head_dim,intermediate_dim,num_q_heads,num_kv_heads,gqa_group,prompt_len,gen_steps,max_seq_len,kv_cache,cycles,MACs,hbm_bytes,systolic_util_pct,systolic_0_util_pct,systolic_1_util_pct,dma_util_pct,vec_util_pct,access_util_pct,roofline_eff_pct,roofline_bound,compute_bound_cyc,memory_bound_cyc,ttft_ns,decode_tps,tflops_achieved,hbm_bw_achieved_tb_s,tflops_peak,hbm_util_pct,arith_intensity,ttft_per_token_ns,bytes_per_token,systolic_imbalance,mem_compute_ratio,ffn_mac_pct,attn_mac_pct,ffn_attn_crossover_tok,pub_hbm_util_pct,pub_tps_bs1,calib_hbm_err_pct,wall_s,peak_rss_mb,status
2b_hbm_lat,lat200_dec,1b,hbm_lat=200 cycles [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
2b_hbm_lat,lat400_pd,1b,hbm_lat=400 cycles [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,400,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
2b_hbm_lat,lat400_dec,1b,hbm_lat=400 cycles [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,400,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
2c_dma_channels,dma1ch_pd,1b,dma_channels=1  systolic_units=2 [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
2c_dma_channels,dma1ch_dec,1b,dma_channels=1  systolic_units=2 [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
2c_dma_channels,dma2ch_pd,1b,dma_channels=2  systolic_units=2 [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,2,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
2c_dma_channels,dma2ch_dec,1b,dma_channels=2  systolic_units=2 [mode=decode],1.0,256,256,True,2,3,1,64,4,64,2,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
2c_dma_channels,dma4ch_pd,1b,dma_channels=4  systolic_units=2 [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,4,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
2c_dma_channels,dma4ch_dec,1b,dma_channels=4  systolic_units=2 [mode=decode],1.0,256,256,True,2,3,1,64,4,64,4,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
2d_stage_doublebuf,sdb_OFF_pd,1b,stage_double_buffer=False [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,False,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
2d_stage_doublebuf,sdb_OFF_dec,1b,stage_double_buffer=False [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,False,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
2d_stage_doublebuf,sdb_ON_pd,1b,stage_double_buffer=True [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
2d_stage_doublebuf,sdb_ON_dec,1b,stage_double_buffer=True [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
2e_sram_ibuf,ibuf512KB_pd,1b,ibuf_kb=512 model_sram=ON [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,512,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
2e_sram_ibuf,ibuf512KB_dec,1b,ibuf_kb=512 model_sram=ON [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,512,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
2e_sram_ibuf,ibuf1024KB_pd,1b,ibuf_kb=1024 model_sram=ON [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,1024,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
2e_sram_ibuf,ibuf1024KB_dec,1b,ibuf_kb=1024 model_sram=ON [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,1024,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
2e_sram_ibuf,ibuf2048KB_pd,1b,ibuf_kb=2048 model_sram=ON [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,2048,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
2e_sram_ibuf,ibuf2048KB_dec,1b,ibuf_kb=2048 model_sram=ON [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,2048,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
2e_sram_ibuf,ibuf4096KB_pd,1b,ibuf_kb=4096 model_sram=ON [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
2e_sram_ibuf,ibuf4096KB_dec,1b,ibuf_kb=4096 model_sram=ON [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
3b_tile_size,tile128_pd,1b,"tile=128x128 array=256x256  [sub-tile: tiler active, 25% array util] [mode=prefill_decode]",1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,128,128,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
3b_tile_size,tile128_dec,1b,"tile=128x128 array=256x256  [sub-tile: tiler active, 25% array util] [mode=decode]",1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,128,128,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
3b_tile_size,tile256_pd,1b,tile=256x256 array=256x256  [EXACT FIT: tiler passthrough] [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
3b_tile_size,tile256_dec,1b,tile=256x256 array=256x256  [EXACT FIT: tiler passthrough] [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
3b_tile_size,tile512_pd,1b,tile=512x512 array=256x256  [over-size: 4 passes/instr] [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,512,512,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
3b_tile_size,tile512_dec,1b,tile=512x512 array=256x256  [over-size: 4 passes/instr] [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,512,512,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
3c_kv_cache,kv_on_pd,1b,kv_cache_enabled=True [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
3c_kv_cache,kv_on_dec,1b,kv_cache_enabled=True [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
3c_kv_cache,kv_off_pd,1b,kv_cache_enabled=False [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,False,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
3c_kv_cache,kv_off_dec,1b,kv_cache_enabled=False [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,False,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
3d_head_dim,hd64_pd,1b,head_dim=64 hidden_dim=2048  (32 q_heads fixed)  FFN=82.4% attn=17.6% [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
3d_head_dim,hd64_dec,1b,head_dim=64 hidden_dim=2048  (32 q_heads fixed)  FFN=82.4% attn=17.6% [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
3d_head_dim,hd128_pd,1b,head_dim=128 hidden_dim=4096  (32 q_heads fixed)  FFN=75.0% attn=25.0% [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,4096,128,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,0.0,0,,,63.2,36.8,12288,,,,0.0,,OK
3d_head_dim,hd128_dec,1b,head_dim=128 hidden_dim=4096  (32 q_heads fixed)  FFN=75.0% attn=25.0% [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,4096,128,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,63.2,36.8,12288,,,,0.0,,OK
3d_head_dim,hd256_pd,1b,head_dim=256 hidden_dim=8192  (32 q_heads fixed)  FFN=63.6% attn=36.4% [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,8192,256,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,0.0,0,,,50.0,50.0,12288,,,,0.0,,OK
3d_head_dim,hd256_dec,1b,head_dim=256 hidden_dim=8192  (32 q_heads fixed)  FFN=63.6% attn=36.4% [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,8192,256,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,50.0,50.0,12288,,,,0.0,,OK
5_pareto,arr128_bw1.0_pd,1b,array=128x128 hbm_bw=1.0TB/s [mode=prefill_decode],1.0,128,128,True,2,3,1,64,4,64,1,1.0,200,4096,4096,True,True,128,128,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,131.072,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
5_pareto,arr128_bw1.0_dec,1b,array=128x128 hbm_bw=1.0TB/s [mode=decode],1.0,128,128,True,2,3,1,64,4,64,1,1.0,200,4096,4096,True,True,128,128,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,131.072,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
5_pareto,arr128_bw2.0_pd,1b,array=128x128 hbm_bw=2.0TB/s [mode=prefill_decode],1.0,128,128,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,128,128,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,131.072,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
5_pareto,arr128_bw2.0_dec,1b,array=128x128 hbm_bw=2.0TB/s [mode=decode],1.0,128,128,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,128,128,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,131.072,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
5_pareto,arr128_bw3.35_pd,1b,array=128x128 hbm_bw=3.35TB/s [mode=prefill_decode],1.0,128,128,True,2,3,1,64,4,64,1,3.35,200,4096,4096,True,True,128,128,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,131.072,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
5_pareto,arr128_bw3.35_dec,1b,array=128x128 hbm_bw=3.35TB/s [mode=decode],1.0,128,128,True,2,3,1,64,4,64,1,3.35,200,4096,4096,True,True,128,128,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,131.072,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
5_pareto,arr256_bw1.0_pd,1b,array=256x256 hbm_bw=1.0TB/s [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,1.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
5_pareto,arr256_bw1.0_dec,1b,array=256x256 hbm_bw=1.0TB/s [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,1.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
5_pareto,arr256_bw2.0_pd,1b,array=256x256 hbm_bw=2.0TB/s [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
5_pareto,arr256_bw2.0_dec,1b,array=256x256 hbm_bw=2.0TB/s [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
5_pareto,arr256_bw3.35_pd,1b,array=256x256 hbm_bw=3.35TB/s [mode=prefill_decode],1.0,256,256,True,2,3,1,64,4,64,1,3.35,200,4096,4096,True,True,256,256,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
5_pareto,arr256_bw3.35_dec,1b,array=256x256 hbm_bw=3.35TB/s [mode=decode],1.0,256,256,True,2,3,1,64,4,64,1,3.35,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
5_pareto,arr512_bw1.0_pd,1b,array=512x512 hbm_bw=1.0TB/s [mode=prefill_decode],1.0,512,512,True,2,3,1,64,4,64,1,1.0,200,4096,4096,True,True,512,512,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,2097.152,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
5_pareto,arr512_bw1.0_dec,1b,array=512x512 hbm_bw=1.0TB/s [mode=decode],1.0,512,512,True,2,3,1,64,4,64,1,1.0,200,4096,4096,True,True,512,512,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,2097.152,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
5_pareto,arr512_bw2.0_pd,1b,array=512x512 hbm_bw=2.0TB/s [mode=prefill_decode],1.0,512,512,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,512,512,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,2097.152,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
5_pareto,arr512_bw2.0_dec,1b,array=512x512 hbm_bw=2.0TB/s [mode=decode],1.0,512,512,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,512,512,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,2097.152,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
5_pareto,arr512_bw3.35_pd,1b,array=512x512 hbm_bw=3.35TB/s [mode=prefill_decode],1.0,512,512,True,2,3,1,64,4,64,1,3.35,200,4096,4096,True,True,512,512,prefill_decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,2097.152,0.0,,0.0,0,,,72.7,27.3,12288,,,,0.0,,OK
5_pareto,arr512_bw3.35_dec,1b,array=512x512 hbm_bw=3.35TB/s [mode=decode],1.0,512,512,True,2,3,1,64,4,64,1,3.35,200,4096,4096,True,True,512,512,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,2097.152,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
3e_decode_ctx,ctx512,1b,mode=decode  ctx=512  kv=0.07GB  true_decode_tps,1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,512,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,80.0,20.0,12288,,,,0.0,,OK
3e_decode_ctx,ctx1024,1b,mode=decode  ctx=1024  kv=0.13GB  true_decode_tps,1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,1024,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,77.4,22.6,12288,,,,0.0,,OK
3e_decode_ctx,ctx2048,1b,mode=decode  ctx=2048  kv=0.27GB  true_decode_tps,1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,2048,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,72.7,27.3,12288,,,,0.0,,OK
3e_decode_ctx,ctx4096,1b,mode=decode  ctx=4096  kv=0.54GB  true_decode_tps,1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,4096,1,8192,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,64.9,35.1,12288,,,,0.0,,OK
3e_decode_ctx,ctx8192,1b,mode=decode  ctx=8192  kv=1.07GB  true_decode_tps,1.0,256,256,True,2,3,1,64,4,64,1,2.0,200,4096,4096,True,True,256,256,decode,16,2048,64,8192,32,8,4,8192,1,8193,True,,,,,,,,,,,,,,,,0.0,0.0,524.288,0.0,,,0,,,53.3,46.7,12288,,,,0.0,,OK


# ===== CALIBRATION REFERENCE =====
# Metric : hbm_util_pct = hbm_bw_achieved / hbm_bw_peak
# Target : ±20% of pub_hbm_util_pct  with  stage_double_buffer=ON
# NOT absolute TPS (single array ≠ full GPU)
# chip,hbm_bw_tb_s,pub_bs1_tps,pub_hbm_util_pct
# H100_SXM5,3.35,120,64.5
# A100_SXM4,2.0,70,63.0
# TPUv4_chip,1.2,60,90.0
